;代码	x	y	名称	        范围	数量	时间
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	山洞蝙蝠	60	10	20	100
D021	50	44	洞蛆    	60	30	20

;沃玛寺庙一层
D022	250	250	粪虫    	250	120	9
D022	250	250	沃玛战士	250	140	9
D022	250	250	沃玛勇士	250	90	9
D022	250	250	沃玛战将	250	90	9
D022	250	250	火焰沃玛	250	60	9
D022	200	200	沃玛卫士	200	2	120
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100
D022	250	250	山洞蝙蝠	250	10	9	100

;沃玛寺庙二层
D023	200	200	暗黑战士	200	100	9
D023	200	200	粪虫    	200	60	9
D023	200	200	沃玛战士	200	80	9
D023	200	200	沃玛勇士	200	120	9
D023	200	200	沃玛战将	200	120	9
D023	200	200	火焰沃玛	200	80	9
D023	200	200	沃玛卫士	200	2	60
D023	200	200	山洞蝙蝠	200	20	9	100
D023	200	200	山洞蝙蝠	200	20	9	100
D023	200	200	山洞蝙蝠	200	20	9	100
D023	200	200	山洞蝙蝠	200	30	9


;沃玛教主大殿
D024	40	40	沃玛勇士	20	6	5	50
D024	40	40	沃玛战将	20	6	5	50
D024	40	40	火焰沃玛	20	6	5	50
D024	50	50	暗黑战士	20	5	5	50
D024	60	60	沃玛勇士	20	3	5	50
D024	50	40	沃玛战将	20	3	5
D024	50	40	火焰沃玛	20	3	5
D024	50	40	暗黑战士	20	5	5
D024	60	50	暗黑战士	20	5	5
D024	50	60	沃玛勇士	20	3	5
D024	50	60	沃玛战将	20	3	5
D024	20	21	沃玛勇士	7	5	5
D024	20	21	沃玛战将	7	5	5
D024	20	21	火焰沃玛	7	5	5
D024	20	21	暗黑战士	7	8	5
;特殊
D024	50	50	沃玛卫士	30	2	30
D024	50	50	沃玛教主	1	1	60

;祖玛寺庙一层
D501	200	200	楔蛾    	100	20	8
D501	100	300	楔蛾    	100	20	8
D501	300	100	楔蛾    	100	20	8
D501	100	100	楔蛾    	100	20	8
D501	300	300	楔蛾    	100	20	8
D501	200	200	角蝇    	100	3	8
D501	100	300	角蝇     	100	3	8
D501	300	100	角蝇    	100	3	8
D501	100	100	角蝇    	100	3	8
D501	300	300	角蝇    	100	3	8
D501	200	200	大老鼠  	100	20	8
D501	100	660	大老鼠  	100	20	8
D501	660	100	大老鼠  	100	20	8
D501	100	100	大老鼠  	100	20	8
D501	660	660	大老鼠  	100	20	8

;祖玛寺庙二层
D502	200	200	大老鼠  	100	30	8
D502	100	300	大老鼠  	100	30	8
D502	300	100	大老鼠  	100	30	8
D502	100	100	大老鼠  	100	30	8
D502	300	300	大老鼠  	100	30	8
D502	200	200	角蝇    	100	3	8
D502	100	300	角蝇    	100	3	8
D502	300	100	角蝇    	100	3	8
D502	100	100	角蝇    	100	3	8
D502	300	300	角蝇    	100	3	8
D502	200	200	楔蛾    	100	30	8
D502	100	300	楔蛾    	100	30	8
D502	300	100	楔蛾    	100	30	8
D502	100	100	楔蛾    	100	30	8
D502	300	300	楔蛾    	100	30	8

;祖玛寺庙三层
D503	200	200	角蝇    	100	3	8
D503	100	300	角蝇    	100	3	8
D503	300	100	角蝇    	100	3	8
D503	100	100	角蝇    	100	3	8
D503	300	300	角蝇    	100	3	8
D503	200	200	祖玛弓箭手	100	16	8
D503	100	300	祖玛弓箭手	100	16	8
D503	300	100	祖玛弓箭手	100	16	8
D503	100	100	祖玛弓箭手	100	16	8
D503	300	300	祖玛弓箭手	100	16	8
D503	200	200	祖玛雕像	100	16	8
D503	100	300	祖玛雕像	100	16	8
D503	300	100	祖玛雕像	100	16	8
D503	100	100	祖玛雕像	100	16	8
D503	300	300	祖玛雕像	100	16	8
D503	200	200	祖玛卫士	100	16	8
D503	100	300	祖玛卫士	100	16	8
D503	300	100	祖玛卫士	100	16	8
D503	100	100	祖玛卫士	100	16	8
D503	300	300	祖玛卫士	100	16	8
