///key,index,,
///FiltersCS,,,
///中文,装备,出售价格,导表专用
///index,item,sell,xx
["星王鞋子(6级)"],,金币|100000,
["雷炎腰带(7级)"],,金币|250000,
["雷炎鞋子(7级)"],,金币|250000,
["青龙圣兽印"],,金币|3000000,
["白虎圣兽印"],,金币|2000000,
["朱雀圣兽印"],,金币|1500000,
["玄武圣兽印"],,金币|1000000,
["帝炎"],,金币|3000000,
["虚无吞炎"],,金币|2000000,
["净莲妖火"],,金币|1000000,
["金帝焚天炎"],,金币|200000,
["生灵之焱"],,金币|150000,
["八荒破灭焱"],,金币|100000,
["九幽金祖火"],,金币|50000,
["红莲业火"],,金币|50000,
["三千焱炎火"],,金币|20000,
["九幽风炎"],,金币|20000,
["骨灵冷火"],,金币|20000,
["九龙雷罡火"],,金币|20000,
["龟灵地火"],,金币|20000,
["陨落心炎"],,金币|20000,
["海心焰"],,金币|20000,
["火云水炎"],,金币|5000,
["火山石焰"],,金币|5000,
["风怒龙炎"],,金币|5000,
["青莲地心火"],,金币|5000,
["幽冥毒火"],,金币|5000,
["阴阳双炎"],,金币|5000,
["万兽灵火"],,金币|5000,
["玄黃炎"],,金币|5000,
["子鼠"],,金币|1000,
["丑牛"],,金币|1000,
["寅虎"],,金币|1000,
["卯兔"],,金币|1000,
["辰龙"],,金币|1000,
["巳蛇"],,金币|1000,
["午马"],,金币|1000,
["未羊"],,金币|1000,
["申猴"],,金币|1000,
["酉鸡"],,金币|1000,
["戌狗"],,金币|1000,
["亥猪"],,金币|1000,
["白羊宫"],,金币|1000,
["金牛宫"],,金币|1000,
["双子宫"],,金币|1000,
["巨蟹宫"],,金币|1000,
["狮子宫"],,金币|1000,
["室女宫"],,金币|1000,
["天秤宫"],,金币|1000,
["天蝎宫"],,金币|1000,
["人马宫"],,金币|1000,
["摩羯宫"],,金币|1000,
["宝瓶宫"],,金币|1000,
["双鱼宫"],,金币|1000,
["饕餮之胃"],,金币|200000,
["穷奇之翼"],,金币|150000,
["混沌之窍"],,金币|100000,
["梼杌之心"],,金币|50000,
["獬豸之角"],,金币|50000,
["重明之瞳"],,金币|50000,
["乘黄脊骨"],,金币|20000,
["鲲鹏遗珠"],,金币|20000,
["巴蛇蜕皮"],,金币|20000,
["柔骨兔耳"],,金币|20000,
["夫诸利爪"],,金币|20000,
["赤沙蝎尾"],,金币|20000,
["魔猿冠"],,金币|5000,
["狡犬齿"],,金币|5000,
["天蛛网"],,金币|5000,
["苍狼爪"],,金币|5000,
["神鹿首"],,金币|5000,
["灵龟甲"],,金币|5000,
["冰龙首"],,金币|5000,
["天道之果"],,金币|3000000,
["地道之果"],,金币|2000000,
["人道之果"],,金币|1000000,
["九叶还魂草"],,金币|200000,
["冰晶雪魄花"],,金币|150000,
["龙血菩提藤"],,金币|100000,
["幽冥彼岸花"],,金币|50000,
["七窍通神花"],,金币|50000,
["地心幽莲"],,金币|20000,
["星辰泪兰"],,金币|20000,
["冰火神果"],,金币|20000,
["幻心绿萝"],,金币|20000,
["虚空莲子"],,金币|20000,
["悟道茶树"],,金币|20000,
["千年人参"],,金币|20000,
["凝露草"],,金币|5000,
["芭蕉叶"],,金币|5000,
["赤炎藤"],,金币|5000,
["蒲公英"],,金币|5000,
["通幽兰"],,金币|5000,
["蛇信草"],,金币|5000,
["灵火枫"],,金币|5000,
["攀星枝"],,金币|5000,
["九转还魂丹"],,金币|3000000,
["阴阳龙玄丹"],,金币|2000000,
["鸿蒙紫气丹"],,金币|1000000,
["轮回道丹"],,金币|200000,
["幽冥鬼丹"],,金币|150000,
["凤炎焚丹"],,金币|100000,
["乾坤玄丹"],,金币|50000,
["纯阳罡丹"],,金币|50000,
["玄阴煞丹"],,金币|20000,
["雷元丹"],,金币|20000,
["悟道丹"],,金币|20000,
["易筋丹"],,金币|20000,
["狂暴丹"],,金币|20000,
["神行丹"],,金币|20000,
["沸血丹"],,金币|20000,
["铁骨丹"],,金币|5000,
["聚气丹"],,金币|5000,
["凝元丹"],,金币|5000,
["归元丹"],,金币|5000,
["玉露丸"],,金币|5000,
["清心丹"],,金币|5000,
["回灵散"],,金币|5000,
["回春丹"],,金币|5000,
